problem,step,energy_norm,pairing_norm,sign_ratio,cpu_percent,mem_percent,elapsed_ns
hubbard_hts_core,700,-0.0013257136,0.9487944356,0.1200000000,0.00,0.00,585875215
hubbard_hts_core,1400,-0.0014116925,0.9450602751,-0.1400000000,0.00,0.00,1184009031
hubbard_hts_core,2100,-0.0016761310,0.9460944365,-0.2000000000,0.00,0.00,1749893918
hubbard_hts_core,2800,-0.0015721970,0.9454748316,-0.0600000000,0.00,0.00,2396656112
qcd_lattice_proxy,700,-0.0005285344,0.9163756887,0.0370370370,0.00,0.00,641252194
qcd_lattice_proxy,1400,-0.0005097159,0.9160051917,0.0864197531,0.00,0.00,1354306353
qcd_lattice_proxy,2100,-0.0007723358,0.9193577496,0.0123456790,0.00,0.00,1868398976
qcd_lattice_proxy,2200,-0.0007856067,0.9184249368,0.1358024691,0.00,0.00,1920913714
quantum_field_noneq,700,-0.0030650560,0.8804936098,-0.1562500000,0.00,0.00,596895687
quantum_field_noneq,1400,-0.0026898708,0.8885625847,0.2187500000,0.00,0.00,1188755536
quantum_field_noneq,2100,-0.0026475115,0.8911464267,0.0625000000,0.00,0.00,1775194124
quantum_field_noneq,2100,-0.0026475115,0.8911464267,0.0625000000,0.00,0.00,1765471967
dense_nuclear_proxy,700,-0.0005257811,0.9476931391,0.0277777778,0.00,0.00,613014197
dense_nuclear_proxy,1400,-0.0007630663,0.9510017424,0.2777777778,0.00,0.00,1175140679
dense_nuclear_proxy,2100,-0.0005504122,0.9473843708,-0.2777777778,0.00,0.00,1775678218
dense_nuclear_proxy,2100,-0.0005504122,0.9473843708,-0.2777777778,0.00,0.00,1793437398
quantum_chemistry_proxy,700,-0.0048813998,0.9570180350,-0.1428571429,0.00,0.00,591061670
quantum_chemistry_proxy,1400,-0.0057090928,0.9550721872,-0.1071428571,0.00,0.00,1250498537
quantum_chemistry_proxy,2100,-0.0051539586,0.9568018908,0.1428571429,0.00,0.00,1768288962
quantum_chemistry_proxy,2200,-0.0047258132,0.9554812886,-0.0357142857,0.00,0.00,1880149338
spin_liquid_exotic,700,-0.0010218190,0.9729883351,0.0166666667,0.00,0.00,587937031
spin_liquid_exotic,1400,-0.0010757212,0.9734756389,0.0333333333,0.00,0.00,1224090721
spin_liquid_exotic,2100,-0.0010524596,0.9725449780,-0.0666666667,0.00,0.00,1755518636
spin_liquid_exotic,2600,-0.0011563894,0.9735057030,-0.0333333333,0.00,0.00,2175318388
topological_correlated_materials,700,-0.0015261047,0.9648943717,-0.0082644628,0.00,0.00,579804193
topological_correlated_materials,1400,-0.0018301260,0.9636752863,0.0578512397,0.00,0.00,1184995875
topological_correlated_materials,2100,-0.0014947702,0.9638413458,-0.0082644628,0.00,0.00,1788472978
topological_correlated_materials,2500,-0.0015204925,0.9629125426,-0.0578512397,0.00,0.00,2094491096
correlated_fermions_non_hubbard,700,-0.0023122248,0.9537297740,0.1333333333,0.00,0.00,585793214
correlated_fermions_non_hubbard,1400,-0.0022187503,0.9522362705,-0.0444444444,0.00,0.00,1160940078
correlated_fermions_non_hubbard,2100,-0.0018661119,0.9505740105,0.1111111111,0.00,0.00,1740840694
correlated_fermions_non_hubbard,2400,-0.0024875599,0.9528633746,0.0666666667,0.00,0.00,1999998894
multi_state_excited_chemistry,700,-0.0035007905,0.9715891291,0.0864197531,0.00,0.00,603924144
multi_state_excited_chemistry,1400,-0.0037664303,0.9720806933,0.0123456790,0.00,0.00,1160578470
multi_state_excited_chemistry,2100,-0.0031845818,0.9688765497,0.1111111111,0.00,0.00,1744612657
multi_state_excited_chemistry,2300,-0.0032092795,0.9701869988,-0.1111111111,0.00,0.00,1952862170
bosonic_multimode_systems,700,-0.0008376028,0.9331000309,0.2250000000,0.00,0.00,593431396
bosonic_multimode_systems,1400,-0.0009476384,0.9356771733,-0.1000000000,0.00,0.00,1159021923
bosonic_multimode_systems,2100,-0.0009197945,0.9331110923,-0.1000000000,0.00,0.00,1742761091
bosonic_multimode_systems,2200,-0.0008964928,0.9322500191,-0.2500000000,0.00,0.00,1836262978
multiscale_nonlinear_field_models,700,-0.0023291954,0.9325330191,-0.0416666667,0.00,0.00,593815657
multiscale_nonlinear_field_models,1400,-0.0024537761,0.9269702067,0.0208333333,0.00,0.00,1175159245
multiscale_nonlinear_field_models,2100,-0.0026815590,0.9302875826,0.1041666667,0.00,0.00,1751806543
multiscale_nonlinear_field_models,2300,-0.0022863095,0.9319342661,-0.2291666667,0.00,0.00,2005604525
far_from_equilibrium_kinetic_lattices,700,-0.0016491919,0.9195884368,-0.0707070707,0.00,0.00,601829708
far_from_equilibrium_kinetic_lattices,1400,-0.0014925024,0.9219398597,-0.0909090909,0.00,0.00,1237523995
far_from_equilibrium_kinetic_lattices,2100,-0.0018125314,0.9251804695,-0.2525252525,0.00,0.00,1758084506
far_from_equilibrium_kinetic_lattices,2400,-0.0019236662,0.9241033987,-0.1111111111,0.00,0.00,1997079559
multi_correlated_fermion_boson_networks,700,-0.0019789752,0.9445400309,0.1200000000,0.00,0.00,581415390
multi_correlated_fermion_boson_networks,1400,-0.0017156164,0.9452672066,-0.0800000000,0.00,0.00,1167832860
multi_correlated_fermion_boson_networks,2100,-0.0018086391,0.9464070640,0.0400000000,0.00,0.00,1751324420
multi_correlated_fermion_boson_networks,2350,-0.0017284808,0.9452808630,-0.2600000000,0.00,0.00,1958365034
