problem,step,energy,pairing,sign_ratio,cpu_percent,mem_percent,elapsed_ns
hubbard_hts_core,0,-0.2533036504,0.9970794765,-0.0400000000,17.55,84.46,1811810
hubbard_hts_core,100,-0.1799317675,0.9475326425,-0.1000000000,17.55,84.46,54467625
hubbard_hts_core,200,-0.1612149793,0.9485787893,0.1200000000,17.55,84.46,106400181
hubbard_hts_core,300,-0.1793343090,0.9480200371,-0.1000000000,17.55,84.46,156878716
hubbard_hts_core,400,-0.1532804754,0.9482024278,0.0800000000,17.55,84.46,211985311
hubbard_hts_core,500,-0.1570773556,0.9473439472,0.0400000000,17.55,84.46,264484476
hubbard_hts_core,600,-0.1546975965,0.9471288002,-0.0600000000,17.55,84.46,321835851
hubbard_hts_core,700,-0.1543628333,0.9489865250,-0.0400000000,17.55,84.46,381315105
hubbard_hts_core,800,-0.1472821834,0.9485279388,0.0200000000,17.55,84.46,432173771
hubbard_hts_core,900,-0.1464373223,0.9452983964,-0.0600000000,17.55,84.46,483758586
hubbard_hts_core,1000,-0.1572077562,0.9451158743,0.1000000000,17.55,84.46,534315481
hubbard_hts_core,1100,-0.1487723636,0.9445645335,-0.1200000000,17.55,84.46,587145117
hubbard_hts_core,1200,-0.1595428892,0.9469235237,0.0400000000,17.55,84.46,638050642
hubbard_hts_core,1300,-0.1396320836,0.9454486198,-0.2000000000,17.55,84.46,690686497
hubbard_hts_core,1400,-0.1478499719,0.9452916058,-0.1800000000,17.55,84.46,742229592
hubbard_hts_core,1500,-0.1533189540,0.9462942424,-0.0800000000,17.55,84.46,793438208
hubbard_hts_core,1600,-0.1734705172,0.9452656746,-0.1600000000,17.55,84.46,845884583
hubbard_hts_core,1700,-0.1706282384,0.9449004945,0.0800000000,17.55,84.46,898032358
hubbard_hts_core,1800,-0.1570638025,0.9453718324,0.0400000000,17.55,84.46,949283633
hubbard_hts_core,1900,-0.1557834218,0.9455798965,0.0600000000,17.55,84.46,1001592489
hubbard_hts_core,2000,-0.1579933814,0.9447712367,0.0400000000,17.55,84.46,1052846854
hubbard_hts_core,2100,-0.1572781487,0.9462489705,0.0600000000,17.55,84.46,1105448869
hubbard_hts_core,2200,-0.1458497090,0.9455523527,0.1000000000,17.55,84.45,1157100684
hubbard_hts_core,2300,-0.1645829097,0.9460121926,0.1200000000,17.55,84.44,1212760709
hubbard_hts_core,2400,-0.1484226090,0.9462951504,-0.0200000000,17.55,84.44,1268570184
hubbard_hts_core,2500,-0.1356150954,0.9468374782,0.1200000000,17.55,84.44,1321380309
hubbard_hts_core,2600,-0.1532078996,0.9462757608,0.0400000000,17.55,84.44,1372464444
hubbard_hts_core,2700,-0.1426978513,0.9450982742,0.0600000000,17.55,84.44,1426190550
qcd_lattice_proxy,0,-0.1658098924,0.9959798438,-0.0123456790,17.55,84.44,593660
qcd_lattice_proxy,100,-0.0646832176,0.9155870892,0.0123456790,17.55,84.45,52417875
qcd_lattice_proxy,200,-0.0577384149,0.9169292706,-0.0370370370,17.55,84.45,107992810
qcd_lattice_proxy,300,-0.0483079606,0.9158064965,0.1111111111,17.55,84.45,160300575
qcd_lattice_proxy,400,-0.0704033880,0.9176622853,0.0370370370,17.55,84.45,211957850
qcd_lattice_proxy,500,-0.0666849784,0.9176299011,-0.2098765432,17.55,84.45,263955006
