problem,step,energy_norm,pairing_norm,sign_ratio,cpu_percent,mem_percent,elapsed_ns,norm_deviation,ema_abs_energy
hubbard_hts_core,700,-0.0000006005,0.8512648584,-0.0200000000,0.00,0.00,7206270
hubbard_hts_core,1400,-0.0000002947,0.8526969582,0.0600000000,0.00,0.00,13759570
hubbard_hts_core,2100,-0.0000001876,0.8466775255,0.0600000000,0.00,0.00,21400800
hubbard_hts_core,2800,-0.0000001406,0.8467563137,0.0200000000,0.00,0.00,27968470
qcd_lattice_fullscale,700,-0.0000009145,0.7626913094,0.0617283951,0.00,0.00,5771050
qcd_lattice_fullscale,1400,-0.0000004583,0.7618231397,0.1851851852,0.00,0.00,11286410
qcd_lattice_fullscale,2100,-0.0000003046,0.7619364835,-0.0370370370,0.00,0.00,17178430
qcd_lattice_fullscale,2200,-0.0000002912,0.7618410492,-0.0864197531,0.00,0.00,17966160
quantum_field_noneq,700,-0.0000013520,0.6940968665,0.0937500000,0.00,0.00,4620770
quantum_field_noneq,1400,-0.0000006090,0.6768176299,-0.1562500000,0.00,0.00,9046120
quantum_field_noneq,2100,-0.0000004053,0.6757659577,-0.0625000000,0.00,0.00,13437200
quantum_field_noneq,2100,-0.0000004053,0.6757659577,-0.0625000000,0.00,0.00,13671620
dense_nuclear_fullscale,700,-0.0000014724,0.8515417146,-0.0833333333,0.00,0.00,5221640
dense_nuclear_fullscale,1400,-0.0000006990,0.8481974780,-0.0555555556,0.00,0.00,10045690
dense_nuclear_fullscale,2100,-0.0000004631,0.8487522867,-0.1388888889,0.00,0.00,15156850
dense_nuclear_fullscale,2100,-0.0000004631,0.8487522867,-0.1388888889,0.00,0.00,15267570
quantum_chemistry_fullscale,700,-0.0000016367,0.8756490078,-0.1071428571,0.00,0.00,3976880
quantum_chemistry_fullscale,1400,-0.0000008247,0.8749833286,0.0000000000,0.00,0.00,7951900
quantum_chemistry_fullscale,2100,-0.0000005455,0.8758134996,0.3214285714,0.00,0.00,12335940
quantum_chemistry_fullscale,2200,-0.0000005219,0.8754122958,-0.0714285714,0.00,0.00,12602730
spin_liquid_exotic,700,-0.0000005126,0.9164367345,0.0666666667,0.00,0.00,8316790
spin_liquid_exotic,1400,-0.0000002533,0.9166413682,0.0166666667,0.00,0.00,16933790
spin_liquid_exotic,2100,-0.0000001656,0.9156163976,-0.0500000000,0.00,0.00,25078220
spin_liquid_exotic,2600,-0.0000001336,0.9154887806,0.0500000000,0.00,0.00,31093540
topological_correlated_materials,700,-0.0000004237,0.8982256974,-0.0413223140,0.00,0.00,8364900
topological_correlated_materials,1400,-0.0000002073,0.8973942711,0.0247933884,0.00,0.00,16781520
topological_correlated_materials,2100,-0.0000001371,0.8977744481,0.0578512397,0.00,0.00,25266010
topological_correlated_materials,2500,-0.0000001130,0.8961475601,0.0082644628,0.00,0.00,30359100
correlated_fermions_non_hubbard,700,-0.0000007619,0.8555331293,0.0888888889,0.00,0.00,6191610
correlated_fermions_non_hubbard,1400,-0.0000003795,0.8559049389,0.0000000000,0.00,0.00,12676750
correlated_fermions_non_hubbard,2100,-0.0000002528,0.8557102956,0.0666666667,0.00,0.00,18952870
correlated_fermions_non_hubbard,2400,-0.0000002215,0.8557635656,0.2666666667,0.00,0.00,21530210
multi_state_excited_chemistry,700,-0.0000008231,0.9136242680,0.1111111111,0.00,0.00,5706380
multi_state_excited_chemistry,1400,-0.0000004071,0.9138004155,-0.0617283951,0.00,0.00,11138180
multi_state_excited_chemistry,2100,-0.0000002701,0.9138780263,-0.1111111111,0.00,0.00,17231250
multi_state_excited_chemistry,2300,-0.0000002456,0.9140941745,-0.0864197531,0.00,0.00,18694960
bosonic_multimode_systems,700,-0.0000005811,0.8092987170,0.0250000000,0.00,0.00,5710470
bosonic_multimode_systems,1400,-0.0000002821,0.8089326322,-0.0500000000,0.00,0.00,11139100
bosonic_multimode_systems,2100,-0.0000001836,0.8078560469,0.0500000000,0.00,0.00,16842920
bosonic_multimode_systems,2200,-0.0000001745,0.8077424740,0.0750000000,0.00,0.00,17417240
multiscale_nonlinear_field_models,700,-0.0000008000,0.8062020325,-0.1250000000,0.00,0.00,6869170
multiscale_nonlinear_field_models,1400,-0.0000003987,0.8066340010,-0.1666666667,0.00,0.00,13312480
multiscale_nonlinear_field_models,2100,-0.0000002660,0.8066289126,0.2083333333,0.00,0.00,19912220
multiscale_nonlinear_field_models,2300,-0.0000002430,0.8068255701,-0.0208333333,0.00,0.00,22321330
far_from_equilibrium_kinetic_lattices,700,-0.0000006187,0.7758932080,-0.0707070707,0.00,0.00,7383910
far_from_equilibrium_kinetic_lattices,1400,-0.0000002983,0.7731917305,0.0505050505,0.00,0.00,16241389
far_from_equilibrium_kinetic_lattices,2100,-0.0000001944,0.7717044402,0.0303030303,0.00,0.00,21005520
far_from_equilibrium_kinetic_lattices,2400,-0.0000001684,0.7678271845,0.0101010101,0.00,0.00,23562611
multi_correlated_fermion_boson_networks,700,-0.0000005777,0.8444129355,-0.0200000000,0.00,0.00,7248100
multi_correlated_fermion_boson_networks,1400,-0.0000002778,0.8425360735,-0.1000000000,0.00,0.00,13828660
multi_correlated_fermion_boson_networks,2100,-0.0000001799,0.8415711537,0.0000000000,0.00,0.00,20805420
multi_correlated_fermion_boson_networks,2350,-0.0000001596,0.8397576766,0.0000000000,0.00,0.00,23392491
