problem,step,energy_norm,pairing_norm,sign_ratio,cpu_percent,mem_percent,elapsed_ns
hubbard_hts_core,700,0.0000283497,0.8511798216,-0.0200000000,0.00,0.00,6764013
hubbard_hts_core,1400,0.0000141755,0.8526344341,0.0600000000,0.00,0.00,13398565
hubbard_hts_core,2100,0.0000094510,0.8466514792,0.0600000000,0.00,0.00,20657378
hubbard_hts_core,2800,0.0000070883,0.8467519116,0.0200000000,0.00,0.00,26752730
qcd_lattice_fullscale,700,0.0000391762,0.7625891545,0.0617283951,0.00,0.00,5503994
qcd_lattice_fullscale,1400,0.0000195883,0.7617488695,0.1851851852,0.00,0.00,10881429
qcd_lattice_fullscale,2100,0.0000130589,0.7624996006,-0.0370370370,0.00,0.00,16407632
qcd_lattice_fullscale,2200,0.0000124653,0.7620847378,-0.0864197531,0.00,0.00,17073461
quantum_field_noneq,700,0.0000387767,0.6917989687,0.0937500000,0.00,0.00,4447045
quantum_field_noneq,1400,0.0000193951,0.6866775094,-0.1562500000,0.00,0.00,8729641
quantum_field_noneq,2100,0.0000129313,0.6753403390,-0.0625000000,0.00,0.00,13029216
quantum_field_noneq,2100,0.0000129313,0.6753403390,-0.0625000000,0.00,0.00,13069197
dense_nuclear_fullscale,700,0.0000537520,0.8523896339,-0.0833333333,0.00,0.00,4929765
dense_nuclear_fullscale,1400,0.0000268816,0.8487277013,-0.0555555556,0.00,0.00,9872499
dense_nuclear_fullscale,2100,0.0000179211,0.8483296752,-0.1388888889,0.00,0.00,14420305
dense_nuclear_fullscale,2100,0.0000179211,0.8483296752,-0.1388888889,0.00,0.00,14514884
quantum_chemistry_fullscale,700,0.0000413439,0.8756360754,-0.1071428571,0.00,0.00,3881555
quantum_chemistry_fullscale,1400,0.0000206720,0.8753978078,0.0000000000,0.00,0.00,7785462
quantum_chemistry_fullscale,2100,0.0000137813,0.8753172657,0.3214285714,0.00,0.00,11647427
quantum_chemistry_fullscale,2200,0.0000131549,0.8760053937,-0.0714285714,0.00,0.00,12213957
spin_liquid_exotic,700,0.0000309916,0.9171581559,0.0666666667,0.00,0.00,8136991
spin_liquid_exotic,1400,0.0000154963,0.9165718174,0.0166666667,0.00,0.00,16015543
spin_liquid_exotic,2100,0.0000103310,0.9160006172,-0.0500000000,0.00,0.00,24513363
spin_liquid_exotic,2600,0.0000083444,0.9155089857,0.0500000000,0.00,0.00,29705748
topological_correlated_materials,700,0.0000228899,0.8986319821,-0.0413223140,0.00,0.00,8209391
topological_correlated_materials,1400,0.0000114457,0.8973518295,0.0247933884,0.00,0.00,16233572
topological_correlated_materials,2100,0.0000076306,0.8976533071,0.0578512397,0.00,0.00,24498743
topological_correlated_materials,2500,0.0000064098,0.8977839528,0.0082644628,0.00,0.00,28843339
correlated_fermions_non_hubbard,700,0.0000338656,0.8553869393,0.0888888889,0.00,0.00,6084333
correlated_fermions_non_hubbard,1400,0.0000169331,0.8557409168,0.0000000000,0.00,0.00,12252517
correlated_fermions_non_hubbard,2100,0.0000112887,0.8558788465,0.0666666667,0.00,0.00,18099680
correlated_fermions_non_hubbard,2400,0.0000098776,0.8557046267,0.2666666667,0.00,0.00,20639448
multi_state_excited_chemistry,700,0.0000298810,0.9155058996,0.1111111111,0.00,0.00,5512144
multi_state_excited_chemistry,1400,0.0000149423,0.9137277212,-0.0617283951,0.00,0.00,10864939
multi_state_excited_chemistry,2100,0.0000099617,0.9138157198,-0.1111111111,0.00,0.00,16459162
multi_state_excited_chemistry,2300,0.0000090955,0.9140647835,-0.0864197531,0.00,0.00,17731811
bosonic_multimode_systems,700,0.0000229733,0.8106131477,0.0250000000,0.00,0.00,5394654
bosonic_multimode_systems,1400,0.0000114878,0.8102789247,-0.0500000000,0.00,0.00,10722038
bosonic_multimode_systems,2100,0.0000076592,0.8070942167,0.0500000000,0.00,0.00,16106722
bosonic_multimode_systems,2200,0.0000073111,0.8046587036,0.0750000000,0.00,0.00,18600299
multiscale_nonlinear_field_models,700,0.0000339968,0.8064205838,-0.1250000000,0.00,0.00,6478043
multiscale_nonlinear_field_models,1400,0.0000169990,0.8067416661,-0.1666666667,0.00,0.00,12877726
multiscale_nonlinear_field_models,2100,0.0000113327,0.8065925293,0.2083333333,0.00,0.00,19319129
multiscale_nonlinear_field_models,2300,0.0000103472,0.8066995601,-0.0208333333,0.00,0.00,21584956
far_from_equilibrium_kinetic_lattices,700,0.0000286318,0.7767710634,-0.0707070707,0.00,0.00,6718442
far_from_equilibrium_kinetic_lattices,1400,0.0000143169,0.7765144152,0.0505050505,0.00,0.00,13340986
far_from_equilibrium_kinetic_lattices,2100,0.0000095451,0.7730311699,0.0303030303,0.00,0.00,19845128
far_from_equilibrium_kinetic_lattices,2400,0.0000083522,0.7684271177,0.0101010101,0.00,0.00,22985125
multi_correlated_fermion_boson_networks,700,0.0000262458,0.8444253197,-0.0200000000,0.00,0.00,6799232
multi_correlated_fermion_boson_networks,1400,0.0000131239,0.8435197406,-0.1000000000,0.00,0.00,13474836
multi_correlated_fermion_boson_networks,2100,0.0000087497,0.8432725225,0.0000000000,0.00,0.00,20092898
multi_correlated_fermion_boson_networks,2350,0.0000078191,0.8414209971,0.0000000000,0.00,0.00,22618635
